,0
1612,Lipids_NEG_659.5035_365.2817_286.5918
1613,Lipids_POS_1368.1551_435.7620_459.1654
1614,Lipids_POS_774.5420_338.2858_292.0996
1615,Lipids_NEG_521.2904_358.8416_224.8959
1616,Lipids_POS_820.5838_331.5495_311.7146
1617,Lipids_NEG_313.0778_405.0004_335.9667
1618,Lipids_POS_714.6025_413.8585_306.3895
1619,Lipids_POS_794.6841_395.6653_317.2525
1620,Lipids_POS_776.2305_374.2117_263.9870
1621,Lipids_NEG_335.2949_274.6858_197.2595
1622,Lipids_NEG_179.0572_37.5462_132.3456
1623,Lipids_POS_945.7281_443.8157_346.0400
1624,Lipids_POS_903.4949_304.9885_311.7163
1625,Lipids_POS_580.3607_200.4336_251.4116
1626,Lipids_POS_608.6322_410.2481_288.7957
1627,Lipids_POS_1566.1792_343.0150_486.6406
1628,Lipids_NEG_768.8069_337.7595_289.3972
1629,Lipids_NEG_917.7053_388.3796_337.7720
1630,Lipids_NEG_789.6099_341.7497_311.9305
1631,Lipids_NEG_846.5859_304.3954_315.7205
1632,Lipids_NEG_845.1501_351.5274_316.2033
1633,Lipids_POS_782.5686_370.5321_301.9145
1634,Lipids_NEG_721.5481_317.3362_297.2805
1635,Lipids_NEG_1206.2605_461.2622_343.6603
1636,Lipids_NEG_709.4308_238.4831_294.5274
1637,Lipids_NEG_888.6837_396.6804_333.1090
1638,Lipids_NEG_842.5550_297.1700_312.3820
1639,Lipids_NEG_339.1994_170.4321_201.7012
1640,Lipids_NEG_447.0631_272.3539_215.0318
1641,Lipids_POS_537.3945_342.6834_251.8421
1642,Lipids_POS_575.5026_307.5603_269.4412
1643,Lipids_NEG_653.0878_356.8820_260.4080
1644,Lipids_POS_692.6648_393.4733_303.4262
1645,Lipids_NEG_958.5671_273.4460_333.5823
1646,Lipids_NEG_953.1205_414.6510_307.1705
1647,Lipids_NEG_1529.1259_320.4474_465.0645
1648,Lipids_POS_886.6753_364.9075_327.5519
1649,Lipids_NEG_776.4979_285.0150_295.1547
1650,Lipids_POS_1192.8000_325.3944_389.7978
1651,Lipids_POS_758.4958_252.2115_288.5829
1652,Lipids_POS_902.3934_268.8022_335.1012
1653,Lipids_NEG_848.6525_392.4958_324.8741
1654,Lipids_NEG_810.5284_298.3960_305.7593
1655,Lipids_POS_792.5885_341.8469_307.1440
1656,Lipids_POS_917.7720_463.0822_357.2493
1657,Lipids_POS_947.7998_409.9026_353.6375
1658,Lipids_NEG_244.9078_43.7326_136.5785
1659,Lipids_POS_636.6639_424.2187_296.0208
1660,Lipids_NEG_821.1151_299.7575_281.4532
1661,Lipids_NEG_1037.2873_448.6119_348.0396
1662,Lipids_NEG_533.4546_236.4170_260.5307
1663,Lipids_POS_1560.2234_525.6067_387.6004
1664,Lipids_NEG_695.4210_427.0377_292.0704
1665,Lipids_NEG_907.7503_470.5043_338.9992
1666,Lipids_NEG_567.0872_371.9350_230.6977
1667,Lipids_NEG_755.5800_372.3360_308.1566
1668,Lipids_NEG_847.0585_366.2715_317.9282
1669,Lipids_POS_894.1853_389.3945_290.6842
1670,Lipids_NEG_814.5599_318.9631_307.0041
1671,Lipids_NEG_947.7325_424.1115_344.2103
1672,Lipids_NEG_713.1079_342.8909_259.9586
1673,Lipids_POS_752.8084_362.1818_293.8079
1674,Lipids_POS_531.8409_309.4790_261.6084
1675,Lipids_NEG_452.2779_177.5464_217.9173
1676,Lipids_POS_870.5994_308.3425_315.5267
1677,Lipids_POS_892.7375_406.4070_333.4888
1678,Lipids_NEG_897.7019_391.0988_335.6860
1679,Lipids_POS_617.5121_418.7855_272.9339
1680,Lipids_NEG_974.9099_528.6970_366.0256
1681,Lipids_POS_983.7485_384.1492_348.7236
1682,Lipids_NEG_794.5341_324.7942_299.5634
1683,Lipids_NEG_844.7779_351.4323_316.4598
1684,Lipids_POS_851.7078_439.1261_328.7989
1685,Lipids_POS_636.4227_206.9058_263.7216
1686,Lipids_NEG_856.6012_347.6637_316.8836
1687,Lipids_NEG_1071.1651_413.9914_319.9629
1688,Lipids_POS_1693.4205_416.3708_548.3237
1689,Lipids_NEG_821.1146_315.0229_281.1018
1690,Lipids_NEG_1569.1567_329.1689_474.5832
1691,Lipids_NEG_994.8797_482.0317_364.1043
1692,Lipids_NEG_594.7270_358.7827_241.4215
1693,Lipids_POS_1415.2011_421.7431_467.0126
1694,Lipids_POS_575.5024_358.0658_268.8237
1695,Lipids_POS_1092.5639_298.3827_352.9676
1696,Lipids_POS_841.8915_329.1514_322.6199
1697,Lipids_POS_259.2546_233.5443_176.3613
1698,Lipids_POS_166.0839_35.2869_138.6443
1699,Lipids_NEG_743.1389_342.7459_267.0840
1700,Lipids_NEG_659.5130_310.2103_272.8503
1701,Lipids_POS_790.6845_396.9221_320.3477
1702,Lipids_POS_731.5583_352.8585_304.7879
1703,Lipids_POS_848.6215_326.5093_318.4514
1704,Lipids_NEG_921.7391_410.4515_340.6172
1705,Lipids_NEG_876.5965_302.3847_320.5954
1706,Lipids_NEG_540.3302_154.7151_249.3912
1707,Lipids_NEG_1702.2164_366.2187_511.4155
1708,Lipids_NEG_915.7639_448.3953_346.0378
1709,Lipids_NEG_928.6252_366.4780_338.7022
1710,Lipids_POS_716.4488_215.7140_279.1177
1711,Lipids_POS_563.4424_413.7554_280.7166
1712,Lipids_NEG_910.6893_393.1571_333.4167
1713,Lipids_NEG_783.5637_300.3372_305.7919
1714,Lipids_POS_714.6174_425.6712_309.6588
1715,Lipids_NEG_738.5075_334.3048_282.3153
1716,Lipids_POS_429.2399_269.4288_223.4532
1717,Lipids_NEG_339.1994_472.7313_200.9243
1718,Lipids_NEG_836.5801_341.7796_313.9684
1719,Lipids_POS_852.8004_480.7342_337.3118
1720,Lipids_POS_919.7128_443.6441_341.5146
1721,Lipids_POS_834.2545_406.0564_274.6637
1722,Lipids_NEG_983.7902_425.8478_357.6707
1723,Lipids_POS_666.4335_194.8963_270.0571
1724,Lipids_POS_868.6769_384.0145_326.5676
1725,Lipids_NEG_822.5648_325.9836_311.4021
1726,Lipids_POS_741.6405_391.9518_327.2290
1727,Lipids_NEG_807.5027_304.6128_295.9938
1728,Lipids_NEG_982.8775_475.5698_364.8088
1729,Lipids_NEG_964.6603_376.6966_344.6231
1730,Lipids_NEG_870.5858_315.5966_320.6756
1731,Lipids_NEG_449.0424_267.7759_205.3863
1732,Lipids_POS_892.5970_340.3164_329.9631
1733,Lipids_POS_959.7641_402.8125_348.7808
1734,Lipids_POS_878.6730_357.8089_331.5334
1735,Lipids_POS_683.4617_281.2464_282.0301
1736,Lipids_POS_1236.0434_495.5035_433.8284
1737,Lipids_POS_869.0068_418.7776_330.9530
1738,Lipids_POS_1034.5040_328.6110_343.3318
1739,Lipids_POS_599.5053_388.4317_278.5094
1740,Lipids_NEG_960.5936_340.4457_341.2402
1741,Lipids_POS_756.4799_236.4621_286.7978
1742,Lipids_NEG_1594.1030_317.4865_477.2223
1743,Lipids_POS_878.5680_300.8785_312.6374
1744,Lipids_NEG_702.5415_358.2688_284.8002
1745,Lipids_POS_807.6337_374.5233_314.2012
1746,Lipids_NEG_757.4201_405.6143_334.0210
1747,Lipids_NEG_447.0628_226.0525_209.4561
1748,Lipids_POS_966.2243_442.1962_298.7085
1749,Lipids_POS_1568.1948_357.8629_484.2411
1750,Lipids_NEG_655.5610_371.8282_288.9898
1751,Lipids_NEG_688.4996_295.7054_284.2331
1752,Lipids_NEG_1119.8800_432.7138_373.8776
1753,Lipids_NEG_1171.7449_321.0616_385.8344
1754,Lipids_POS_1546.1759_350.3615_480.6796
1755,Lipids_NEG_796.5856_354.9636_298.6001
1756,Lipids_NEG_698.6281_390.9592_298.6389
1757,Lipids_NEG_886.5569_301.4508_318.0332
1758,Lipids_NEG_971.7540_401.1350_348.1829
1759,Lipids_NEG_431.3161_117.1821_227.9978
1760,Lipids_POS_975.6653_286.4151_335.1609
1761,Lipids_POS_862.7861_482.0744_335.3001
1762,Lipids_NEG_917.7444_413.6276_339.3031
1763,Lipids_POS_699.5435_297.2631_292.4003
1764,Lipids_NEG_830.5301_346.4350_310.1864
1765,Lipids_POS_853.7239_452.2328_331.2109
1766,Lipids_POS_449.3368_270.1429_231.3100
1767,Lipids_POS_622.4065_198.2718_260.1038
1768,Lipids_NEG_606.3407_163.9361_259.8214
1769,Lipids_POS_782.4561_194.7108_287.1314
1770,Lipids_POS_312.1592_85.1496_190.7375
1771,Lipids_NEG_650.4756_284.3292_277.6402
1772,Lipids_POS_1514.1495_343.2127_472.4420
1773,Lipids_NEG_303.2322_159.7056_192.6690
1774,Lipids_NEG_425.3628_307.3415_220.7357
1775,Lipids_NEG_953.6936_387.9615_348.4213
1776,Lipids_NEG_598.5183_353.6990_269.1413
1777,Lipids_POS_704.4486_202.8039_276.8853
1778,Lipids_POS_868.6528_347.4055_328.4051
1779,Lipids_NEG_720.6137_397.8904_302.3180
1780,Lipids_NEG_570.4730_310.8166_265.0002
1781,Lipids_POS_731.6041_342.1577_306.8090
1782,Lipids_POS_1569.2278_354.6819_484.9535
1783,Lipids_NEG_480.6376_174.1838_225.4538
1784,Lipids_NEG_595.1009_289.2015_238.8561
1785,Lipids_NEG_747.5161_322.8483_288.6955
1786,Lipids_NEG_654.5797_388.3254_282.7243
1787,Lipids_POS_972.9407_513.3956_373.0422
1788,Lipids_POS_976.8298_441.2746_363.4059
1789,Lipids_POS_575.5031_449.5217_267.5933
1790,Lipids_NEG_862.5599_304.3646_314.6344
1791,Lipids_POS_670.4667_306.1175_266.6751
1792,Lipids_NEG_953.1203_326.2608_305.2400
1793,Lipids_NEG_660.3482_158.6533_273.3645
1794,Lipids_NEG_279.2323_469.9371_182.0779
1795,Lipids_NEG_1034.6191_300.9622_346.2068
1796,Lipids_NEG_876.6108_335.6667_322.4899
1797,Lipids_NEG_830.5547_284.4832_308.6551
1798,Lipids_POS_615.5777_388.2908_275.8938
1799,Lipids_POS_800.6208_344.2950_316.1363
1800,Lipids_NEG_1129.8638_413.1329_380.5167
1801,Lipids_POS_835.7121_396.8211_329.0795
1802,Lipids_NEG_796.5845_378.4382_307.4921
1803,Lipids_POS_1136.5899_297.0227_361.6827
1804,Lipids_POS_714.4694_240.8708_281.2046
1805,Lipids_POS_1201.9699_371.8470_587.1234
1806,Lipids_POS_858.5849_319.2257_316.6750
1807,Lipids_NEG_481.2803_61.9849_222.0255
1808,Lipids_NEG_963.7644_435.2078_351.3127
1809,Lipids_NEG_868.5563_340.4402_320.4768
1810,Lipids_NEG_355.2848_221.9340_200.9558
1811,Lipids_NEG_749.5717_369.2215_309.7476
1812,Lipids_POS_598.3495_169.5913_246.7104
1813,Lipids_NEG_820.5699_328.8971_308.5338
1814,Lipids_NEG_872.1334_388.1551_328.5293
1815,Lipids_POS_789.4340_236.4523_287.1143
1816,Lipids_POS_669.4933_289.1082_287.6869
1817,Lipids_POS_1602.1466_329.4839_488.2401
1818,Lipids_POS_743.2387_359.1323_263.5370
1819,Lipids_NEG_781.5017_330.2462_288.3050
1820,Lipids_POS_623.4559_255.1022_309.9787
1821,Lipids_POS_745.5835_292.3168_299.6054
1822,Lipids_NEG_923.7128_409.3949_336.3158
1823,Lipids_NEG_1042.8185_411.3302_364.8974
1824,Lipids_NEG_804.5887_378.3602_303.1045
1825,Lipids_POS_251.0466_196.5828_155.3281
1826,Lipids_NEG_983.2045_266.8360_318.7070
1827,Lipids_POS_857.7552_481.3334_334.4811
1828,Lipids_POS_195.0876_38.6134_138.5766
1829,Lipids_POS_720.5523_337.2591_294.1284
1830,Lipids_POS_1701.4880_437.1426_570.1184
1831,Lipids_POS_1586.3272_387.6777_499.9339
1832,Lipids_NEG_165.0404_345.0695_135.6586
1833,Lipids_POS_850.7760_450.5310_332.4568
1834,Lipids_NEG_942.6474_381.0059_340.8942
1835,Lipids_POS_600.3649_189.8567_249.7890
1836,Lipids_POS_633.5752_478.4259_284.7357
1837,Lipids_POS_942.7522_408.1098_345.6414
1838,Lipids_NEG_737.5355_305.2839_293.6982
1839,Lipids_POS_798.5634_272.3146_302.7252
1840,Lipids_POS_379.1513_99.6629_194.4635
1841,Lipids_NEG_683.5924_388.3035_295.4413
1842,Lipids_POS_909.7145_398.5661_337.3210
1843,Lipids_POS_1580.1938_346.9946_485.8044
1844,Lipids_POS_711.5396_320.2837_295.3377
1845,Lipids_POS_912.7547_395.0219_342.9046
1846,Lipids_NEG_445.0845_294.5926_207.5385
1847,Lipids_NEG_936.5935_347.4842_337.4028
1848,Lipids_POS_1952.4796_350.6975_792.5095
1849,Lipids_POS_1311.1694_433.9790_460.6643
1850,Lipids_POS_1203.3330_491.9000_344.1440
1851,Lipids_NEG_809.6497_381.2925_306.4388
1852,Lipids_NEG_803.1561_327.1324_278.9163
1853,Lipids_POS_369.3508_435.3870_303.9701
1854,Lipids_NEG_841.3752_329.8427_314.5875
1855,Lipids_POS_855.7395_466.5510_334.9822
1856,Lipids_POS_609.5229_346.4353_271.5994
1857,Lipids_POS_729.5897_333.6603_305.6820
1858,Lipids_NEG_794.5085_295.6447_299.3490
1859,Lipids_POS_1554.1807_346.6841_481.6973
1860,Lipids_POS_618.6177_406.5953_289.8119
1861,Lipids_POS_712.5862_405.8704_308.9103
1862,Lipids_NEG_609.5569_363.2620_278.5140
1863,Lipids_NEG_1026.4545_447.8908_312.9861
1864,Lipids_NEG_752.5591_369.6721_292.1972
1865,Lipids_NEG_914.7195_413.6894_336.3255
1866,Lipids_POS_850.9339_376.1622_324.7813
1867,Lipids_NEG_951.6772_371.7324_346.9603
1868,Lipids_NEG_683.0616_421.9014_268.3438
1869,Lipids_NEG_695.4214_417.3130_290.0841
1870,Lipids_POS_781.6176_370.9159_310.6167
1871,Lipids_POS_369.3506_424.4041_303.7870
1872,Lipids_NEG_607.4211_255.4282_296.5780
1873,Lipids_POS_1095.3214_525.7953_320.4102
1874,Lipids_POS_949.7939_417.6540_347.9313
1875,Lipids_NEG_761.5891_363.0452_299.5048
1876,Lipids_POS_741.1933_374.2181_259.3408
1877,Lipids_NEG_758.5693_358.0255_292.4084
1878,Lipids_POS_1510.1178_347.4834_460.0986
1879,Lipids_POS_694.4646_225.7848_278.2997
1880,Lipids_NEG_1131.8427_405.5260_375.6147
1881,Lipids_NEG_790.5036_301.8963_297.4741
1882,Lipids_NEG_768.5541_358.7566_293.1132
1883,Lipids_NEG_727.1059_391.5774_278.5446
1884,Lipids_POS_858.6297_288.3839_321.3634
1885,Lipids_POS_723.6385_417.1117_318.3525
1886,Lipids_POS_885.3669_268.7711_330.8169
1887,Lipids_NEG_975.7640_434.7810_349.9652
1888,Lipids_NEG_653.0879_325.4889_259.9826
1889,Lipids_NEG_743.5814_364.5604_306.6063
1890,Lipids_NEG_831.6678_431.9783_316.2997
1891,Lipids_NEG_1575.2043_351.9061_478.8042
1892,Lipids_POS_1048.5377_299.7126_343.7260
1893,Lipids_NEG_395.3887_345.7622_215.6304
1894,Lipids_POS_776.6530_394.5410_312.3167
1895,Lipids_NEG_732.4814_319.4744_287.4306
1896,Lipids_POS_344.2791_93.0694_205.3310
1897,Lipids_NEG_746.1653_319.1627_270.9840
1898,Lipids_NEG_1368.3521_355.7360_380.6201
1899,Lipids_POS_690.1395_279.5815_252.2515
1900,Lipids_POS_502.3728_180.8955_229.8738
1901,Lipids_POS_596.3544_162.0506_253.0452
1902,Lipids_POS_288.2167_45.9976_182.5892
1903,Lipids_NEG_900.5932_349.6127_332.5097
1904,Lipids_POS_536.4067_229.0011_249.0563
1905,Lipids_POS_757.8720_354.2923_307.7958
1906,Lipids_POS_1153.7185_298.5741_367.2566
1907,Lipids_POS_932.6232_282.5190_336.1455
1908,Lipids_NEG_961.7030_416.9285_345.0515
1909,Lipids_NEG_889.7084_403.6656_332.6220
1910,Lipids_POS_812.4487_238.8297_292.4506
1911,Lipids_POS_993.8567_453.0685_364.9047
1912,Lipids_POS_832.2390_437.3899_266.8033
1913,Lipids_POS_817.1919_368.5812_276.2322
1914,Lipids_POS_369.3507_414.9475_304.5401
1915,Lipids_POS_975.8140_431.2360_357.5013
1916,Lipids_NEG_828.6118_361.6524_317.1292
1917,Lipids_POS_984.2351_422.1153_301.5322
1918,Lipids_NEG_377.3416_308.7152_212.5999
1919,Lipids_POS_740.5210_334.5932_287.0070
1920,Lipids_POS_367.3358_406.5366_207.7260
1921,Lipids_POS_1564.1652_362.0142_477.6127
1922,Lipids_POS_852.6072_305.4979_316.6628
1923,Lipids_POS_734.5095_346.3157_300.0480
1924,Lipids_POS_921.7282_453.9944_342.4935
1925,Lipids_POS_785.1105_337.0122_303.6998
1926,Lipids_POS_496.6745_174.3182_239.8467
1927,Lipids_POS_1194.6495_264.5288_372.2755
1928,Lipids_POS_561.4292_290.8411_261.6369
1929,Lipids_NEG_923.2388_267.8191_304.8870
1930,Lipids_POS_1327.2236_455.9953_356.0422
1931,Lipids_NEG_965.1950_422.1923_303.6382
1932,Lipids_NEG_1115.6808_300.2853_371.8037
1933,Lipids_NEG_666.6392_410.1660_293.2944
1934,Lipids_POS_587.5473_371.7741_270.3309
1935,Lipids_NEG_628.3612_165.1721_263.4480
1936,Lipids_POS_784.2659_329.8942_302.1460
1937,Lipids_POS_1876.4145_330.2558_770.7449
1938,Lipids_POS_676.0310_309.8904_293.5680
1939,Lipids_NEG_818.2103_333.2527_309.6473
1940,Lipids_NEG_1002.6326_327.6582_340.7092
1941,Lipids_NEG_778.5751_378.9351_297.1232
1942,Lipids_POS_963.3148_430.5555_308.3441
1943,Lipids_NEG_710.6278_390.4347_298.9662
1944,Lipids_NEG_325.1837_430.5424_197.4607
1945,Lipids_POS_766.5731_370.1606_297.6809
1946,Lipids_NEG_740.6393_379.7692_306.0584
1947,Lipids_POS_774.2516_395.4859_264.4737
1948,Lipids_NEG_685.1316_294.7779_258.8018
1949,Lipids_POS_828.5501_322.7284_312.0146
1950,Lipids_NEG_465.2853_135.1457_223.3946
1951,Lipids_NEG_366.9002_65.7281_173.6672
1952,Lipids_POS_629.5493_476.9286_278.6241
1953,Lipids_POS_888.8366_487.8371_343.4970
1954,Lipids_POS_603.5322_450.3158_275.7347
1955,Lipids_POS_565.5662_371.8918_272.8718
1956,Lipids_NEG_363.3261_297.4791_204.7352
1957,Lipids_POS_1248.3169_518.7382_337.7869
1958,Lipids_POS_651.5331_440.5559_278.7251
1959,Lipids_NEG_1434.0990_311.4373_450.4946
1960,Lipids_POS_716.6315_434.8540_313.6589
1961,Lipids_POS_642.5764_385.5002_280.2187
1962,Lipids_POS_692.4597_172.9334_273.6230
1963,Lipids_POS_754.5735_369.2951_296.8673
1964,Lipids_POS_718.5738_357.3226_297.4026
1965,Lipids_POS_1337.1850_435.0826_463.2189
1966,Lipids_POS_579.5340_338.9083_276.0037
1967,Lipids_POS_780.5528_272.5666_297.8386
1968,Lipids_POS_812.5396_283.4079_307.8577
1969,Lipids_NEG_1112.3065_469.2958_363.0469
1970,Lipids_POS_781.6191_336.4061_311.7085
1971,Lipids_NEG_479.3036_528.3656_247.9733
1972,Lipids_POS_753.6701_415.0641_315.4999
1973,Lipids_POS_880.5833_306.0549_314.7800
1974,Lipids_POS_851.7108_369.4486_323.7209
1975,Lipids_POS_817.6856_371.3973_328.8614
1976,Lipids_POS_782.7221_443.6486_320.0556
1977,Lipids_NEG_1638.1670_338.9778_490.9087
1978,Lipids_NEG_731.0645_452.8503_269.7442
1979,Lipids_POS_682.6110_406.2314_305.0661
1980,Lipids_POS_832.5811_347.5425_316.7858
1981,Lipids_NEG_816.5392_284.1282_305.9804
1982,Lipids_POS_835.6649_358.3961_324.5564
1983,Lipids_POS_850.7102_388.0965_330.3795
1984,Lipids_POS_872.4332_305.7469_306.2217
1985,Lipids_POS_718.5367_321.6434_289.6150
1986,Lipids_NEG_802.5747_370.3228_301.4585
1987,Lipids_POS_856.6524_345.8402_325.8673
1988,Lipids_POS_865.7245_443.1234_331.9027
1989,Lipids_NEG_253.2171_211.0629_173.8128
1990,Lipids_NEG_949.7483_434.5615_344.7157
1991,Lipids_NEG_1007.6641_381.5799_348.3008
1992,Lipids_POS_338.3416_275.8917_208.3492
1993,Lipids_NEG_297.0463_421.2041_170.6090
1994,Lipids_NEG_936.7052_391.2683_338.2998
1995,Lipids_POS_772.6217_363.2638_309.7307
1996,Lipids_POS_1616.3746_407.9528_512.2137
1997,Lipids_POS_800.5781_317.8204_309.9732
1998,Lipids_POS_629.5490_327.8748_278.6330
1999,Lipids_POS_758.2208_417.6009_253.4033
2000,Lipids_NEG_299.0256_103.1398_166.5348
2001,Lipids_POS_1408.4280_476.7069_407.3129
2002,Lipids_POS_1797.5836_455.3832_600.0766
2003,Lipids_NEG_697.6070_371.7683_296.7355
2004,Lipids_NEG_995.1609_456.5416_310.0265
2005,Lipids_NEG_321.1736_118.6955_184.7562
2006,Lipids_POS_894.6679_353.7670_332.8055
2007,Lipids_NEG_397.1781_46.7056_192.5894
2008,Lipids_NEG_465.3043_227.7569_246.3623
2009,Lipids_POS_833.6495_371.7681_318.5533
2010,Lipids_POS_1669.1245_321.2008_496.3295
2011,Lipids_POS_787.4793_351.4315_306.4385
2012,Lipids_NEG_1501.1556_426.8656_379.2128
2013,Lipids_NEG_653.0871_434.6479_260.5850
2014,Lipids_NEG_770.5326_327.3338_294.4515
2015,Lipids_NEG_748.5284_346.3963_287.1336
2016,Lipids_NEG_509.0635_358.0511_217.1270
2017,Lipids_NEG_743.6508_368.6983_267.8916
2018,Lipids_POS_1021.3029_487.4140_306.9247
2019,Lipids_NEG_869.1640_377.2304_294.0955
2020,Lipids_POS_1471.1192_320.4424_458.1207
2021,Lipids_POS_881.7568_415.2703_332.5105
2022,Lipids_POS_811.9266_372.0829_320.7796
2023,Lipids_POS_429.3719_408.4724_224.4737
2024,Lipids_NEG_293.1756_458.4875_184.6174
2025,Lipids_POS_644.4899_360.3926_279.4681
2026,Lipids_NEG_777.5745_324.1107_306.1297
2027,Lipids_POS_732.5911_364.3629_300.7784
2028,Lipids_NEG_872.5646_273.3952_320.6035
2029,Lipids_NEG_299.0257_251.2586_166.4634
2030,Lipids_POS_668.6534_406.3170_298.8757
2031,Lipids_POS_1648.8424_387.9011_714.3534
2032,Lipids_POS_808.7007_419.3594_316.4864
2033,Lipids_NEG_789.4428_261.8637_283.8531
2034,Lipids_POS_824.6186_356.8273_314.9386
2035,Lipids_POS_444.3788_235.6169_231.4730
2036,Lipids_NEG_912.5917_342.5054_333.9096
2037,Lipids_NEG_966.4740_421.9829_301.7779
2038,Lipids_POS_532.6492_342.8998_257.2176
2039,Lipids_POS_833.6487_371.4340_246.8714
2040,Lipids_POS_473.2276_85.7892_207.6856
2041,Lipids_POS_715.4882_219.7860_279.7733
2042,Lipids_POS_1041.6858_173.5764_348.3055
2043,Lipids_POS_776.5698_284.9029_301.6449
2044,Lipids_NEG_293.1785_141.6657_180.7752
2045,Lipids_NEG_498.2889_56.1025_211.2090
2046,Lipids_NEG_351.3262_298.1696_204.5263
2047,Lipids_NEG_225.1854_180.9066_167.3259
2048,Lipids_NEG_984.7408_386.6322_350.7540
2049,Lipids_NEG_606.3770_192.2532_262.0319
2050,Lipids_POS_714.6020_400.0951_305.8453
2051,Lipids_NEG_269.2478_467.2398_181.4181
2052,Lipids_NEG_1115.2119_444.6408_328.1233
2053,Lipids_POS_772.5478_312.7962_299.3659
2054,Lipids_NEG_391.2848_134.2873_208.3208
2055,Lipids_NEG_911.6885_416.3272_334.4781
2056,Lipids_NEG_551.1105_286.0729_230.0794
2057,Lipids_NEG_755.5823_400.9887_307.8057
2058,Lipids_NEG_305.2484_230.7548_188.6846
2059,Lipids_POS_638.4014_179.7326_262.7393
2060,Lipids_NEG_800.5412_368.7611_306.6509
2061,Lipids_POS_738.6030_362.5528_311.4441
2062,Lipids_POS_862.6058_306.6442_318.9379
2063,Lipids_POS_838.5691_359.0432_631.6780
2064,Lipids_POS_883.6985_398.4040_333.3646
2065,Lipids_POS_936.7997_440.7473_352.9265
2066,Lipids_POS_480.3445_188.9594_234.8583
2067,Lipids_NEG_1598.1366_332.2415_481.5221
2068,Lipids_NEG_795.5755_326.8992_318.2921
2069,Lipids_POS_1148.3375_333.3196_560.2308
2070,Lipids_NEG_1308.1842_492.6645_353.9557
2071,Lipids_NEG_1105.8632_424.5081_375.9572
2072,Lipids_POS_595.5876_353.9833_282.1583
2073,Lipids_POS_906.7033_370.5987_339.1556
2074,Lipids_NEG_859.5350_260.5813_318.4710
2075,Lipids_NEG_821.1143_309.6850_280.7570
2076,Lipids_POS_816.5719_268.9000_306.5146
2077,Lipids_NEG_695.4213_527.8987_291.8579
2078,Lipids_POS_756.5879_351.6748_300.0668
2079,Lipids_POS_828.5433_288.7364_306.6617
2080,Lipids_POS_369.1692_71.9346_189.5992
2081,Lipids_POS_840.5726_288.5199_313.6642
2082,Lipids_NEG_337.3109_293.3564_198.9422
2083,Lipids_NEG_802.5962_359.1946_312.6030
2084,Lipids_NEG_710.6293_406.9560_299.5467
2085,Lipids_POS_954.1512_384.0044_299.5804
2086,Lipids_NEG_792.4926_281.2049_297.5073
2087,Lipids_POS_548.3708_192.1763_242.1866
2088,Lipids_NEG_877.2149_367.1888_303.1241
2089,Lipids_POS_842.4411_275.3150_299.4464
2090,Lipids_NEG_539.3247_467.0069_250.1872
2091,Lipids_POS_866.7215_411.8186_331.1364
2092,Lipids_NEG_551.1102_295.0391_228.7573
2093,Lipids_NEG_223.1697_156.3114_166.9756
2094,Lipids_NEG_1264.1379_440.7843_350.6565
2095,Lipids_POS_832.6523_357.7162_324.7676
2096,Lipids_NEG_810.5639_327.9330_306.3263
2097,Lipids_POS_702.5423_364.0366_287.7400
2098,Lipids_NEG_875.1445_453.3700_300.3422
2099,Lipids_NEG_743.2998_342.6733_266.6002
2100,Lipids_NEG_758.5772_334.6138_299.0094
2101,Lipids_POS_1526.1473_343.0559_473.5269
2102,Lipids_NEG_347.2585_221.2846_198.8404
2103,Lipids_NEG_637.5884_388.6415_285.6675
2104,Lipids_NEG_967.5513_321.9167_331.6073
2105,Lipids_NEG_595.1001_278.0596_240.7525
2106,Lipids_POS_680.3699_243.4075_263.3311
2107,Lipids_POS_568.3396_155.1775_239.6443
2108,Lipids_POS_816.6213_333.0068_318.5585
2109,Lipids_POS_828.4072_307.2305_296.7370
2110,Lipids_POS_921.7857_470.9733_348.4731
2111,Lipids_NEG_673.5285_320.5725_275.8357
2112,Lipids_NEG_834.6336_382.1075_319.7608
2113,Lipids_POS_966.7860_407.4809_361.9049
2114,Lipids_NEG_756.5543_342.4676_290.2782
2115,Lipids_POS_268.9983_532.0854_163.0184
2116,Lipids_NEG_661.5034_348.3651_274.6747
2117,Lipids_POS_493.3873_421.7840_238.6031
2118,Lipids_POS_880.7152_408.5115_335.8061
2119,Lipids_NEG_986.7572_394.7346_351.3105
2120,Lipids_NEG_655.4930_346.7684_293.9731
2121,Lipids_POS_808.7378_443.8960_324.5386
2122,Lipids_NEG_1038.7871_398.6012_362.1052
2123,Lipids_NEG_742.5389_333.4386_283.9582
2124,Lipids_POS_828.6100_346.5201_312.3381
2125,Lipids_POS_183.0829_36.0495_150.0772
2126,Lipids_POS_1004.5115_301.0771_334.7240
2127,Lipids_POS_1624.8407_389.4014_711.2533
2128,Lipids_POS_1409.2122_415.3354_477.3128
2129,Lipids_NEG_621.4360_265.0999_301.8216
2130,Lipids_POS_1398.3334_507.8210_368.0654
2131,Lipids_POS_935.7789_416.4266_346.2369
2132,Lipids_POS_874.7840_532.2744_338.3472
2133,Lipids_NEG_724.6415_398.0650_304.2407
2134,Lipids_NEG_529.4616_364.0606_246.9158
2135,Lipids_POS_815.6976_468.4184_323.7405
2136,Lipids_POS_1267.2565_461.4457_345.2832
